state_code,year,indicator_name,value,pillar
KUL,2020,expenditure_per_visitor,424.0633254555161,Economic
KUL,2020,international_arrivals_share,,Economic
KUL,2020,tourism_concentration_ratio,6.2736027445638465,Economic
KUL,2020,tourism_receipts_rm_mil,5273.1884382134,Economic
KUL,2020,tourism_trips_000,13223.382,Economic
KUL,2020,coastal_area_fraction,0.0,Environmental
KUL,2020,estimated_coastal_hotels,0.0,Environmental
KUL,2020,estimated_pa_hotels,80.0,Environmental
KUL,2020,green_hotel_count,5.0,Environmental
KUL,2020,green_hotel_share,0.04504504504504504,Environmental
KUL,2020,n_rivers,4.0,Environmental
KUL,2020,pa_area_fraction,0.724288,Environmental
KUL,2020,waste_tonnes,,Environmental
KUL,2020,wqi_annual,76.75,Environmental
KUL,2020,domestic_visitors_000,12434.908,Social
KUL,2020,hh_water_access,100.0,Social
KUL,2020,hotel_density_per_capita,5.600121083699107,Social
KUL,2020,motac_hotels_rated_count,111.0,Social
KUL,2020,population,1982.1,Social
KUL,2021,alos_nights,2.18218483160852,Economic
KUL,2021,avg_expenditure_rm,284.882732896089,Economic
KUL,2021,dts_hotels_count,448.0,Economic
KUL,2021,dts_rooms_count,81794.0,Economic
KUL,2021,expenditure_per_visitor,338.25312106712096,Economic
KUL,2021,international_arrivals_share,,Economic
KUL,2021,tourism_concentration_ratio,4.641550407331975,Economic
KUL,2021,tourism_receipts_rm_mil,3083.51714291348,Economic
KUL,2021,tourism_trips_000,10823.812,Economic
KUL,2021,coastal_area_fraction,0.0,Environmental
KUL,2021,estimated_coastal_hotels,0.0,Environmental
KUL,2021,estimated_pa_hotels,80.0,Environmental
KUL,2021,green_hotel_count,5.0,Environmental
KUL,2021,green_hotel_share,0.04504504504504504,Environmental
KUL,2021,n_rivers,3.0,Environmental
KUL,2021,pa_area_fraction,0.724288,Environmental
KUL,2021,waste_tonnes,,Environmental
KUL,2021,wqi_annual,74.33,Environmental
KUL,2021,domestic_visitors_000,9116.005,Social
KUL,2021,hh_water_access,100.0,Social
KUL,2021,hotel_density_per_capita,5.651731160896131,Social
KUL,2021,motac_hotels_rated_count,111.0,Social
KUL,2021,population,1964.0,Social
KUL,2022,alos_nights,3.08657138827854,Economic
KUL,2022,avg_expenditure_rm,389.020732985364,Economic
KUL,2022,dts_hotels_count,492.0,Economic
KUL,2022,dts_rooms_count,91152.0,Economic
KUL,2022,expenditure_per_visitor,457.222779202971,Economic
KUL,2022,international_arrivals_share,,Economic
KUL,2022,tourism_concentration_ratio,8.623564144401387,Economic
KUL,2022,tourism_receipts_rm_mil,7732.79579884474,Economic
KUL,2022,tourism_trips_000,19877.593,Economic
KUL,2022,coastal_area_fraction,0.0,Environmental
KUL,2022,estimated_coastal_hotels,0.0,Environmental
KUL,2022,estimated_pa_hotels,80.0,Environmental
KUL,2022,green_hotel_count,5.0,Environmental
KUL,2022,green_hotel_share,0.04504504504504504,Environmental
KUL,2022,n_rivers,,Environmental
